,Unnamed: 0,Rating,Review,lang,cleaned
80270,3111,3,I have play you game for 3-4 years and I would like it if you brought back old maps I miss those maps from the god ol daysAnd bring back old weapons,en,I have play you game for 3-4 year and I would like it if you bring back old map I miss those map from the god ol daysAnd bring back old weapon
80271,3112,5,I Have been playing this game when I was 6. I took some time off because once you got to level 27+ it would be hard to kill people great work,en,I Have be play this game when I be 6 . I take some time off because once you get to level 27+ it would be hard to kill people great work
80272,3113,3,I've heard you got rid of swipe to change your guns. Please bring swipe back. I am bad at cells and good at swipe.,en,I 've hear you get rid of swipe to change your gun . Please bring swipe back . I be bad at cell and good at swipe .
80273,3114,4,"I love this game is fun, colorful, controls work great and graphics are expected what I have a problem with is Lucky Chest and how expensive special sets or those super OP gear and weapons are. Even if you spend $50 towards an exo-squeleton  is not enough to get i. The Licky chest gives you either skins, 5 gold or 3 diamond  that’s about it I spend nearly 150 Damond’s on it not once I got something different to this",en,"I love this game be fun , colorful , controls work great and graphic be expect what I have a problem with be Lucky Chest and how expensive special set or those super OP gear and weapon be . Even if you spend $ 50 towards an exo-squeleton be not enough to get i . The Licky chest give you either skin , 5 gold or 3 diamond that ’ s about it I spend nearly 150 Damond ’ s on it not once I get something different to this"
80275,3116,5,I think it is a good game but they nerves really good guns and now they are trash also I think it was better before in 2014 2015,en,I think it be a good game but they nerve really good gun and now they be trash also I think it be well before in 2014 2015
80276,3117,5,I had 5000 coins which I worked for and when in to buy something it took all my coins can you give them back to me Vaded Sky,en,I have 5000 coin which I work for and when in to buy something it take all my coin can you give them back to me Vaded Sky
80277,3118,5,Hey pixel when is 14.5.0 coming out,en,Hey pixel when be 14.5.0 come out
80278,3119,2,"What the heck happened to this game RiliSo- oh I mean Starobeast Limite- oh no I mean, Cubic Games.I started playing your game the WEEK it was released (so nearly 5 years) it was actually stable and it wasn’t pay to win... why do I say pay to win?For example, who the heck is going to pay $22 on a Background set or whatever it’s called. Then That cyber Santa thing for $100??I started playing this game back in 2013, and seeing it now is excruciating painful to see.There are plenty of awful things in this game that I’ve already talked about in previous reviews.But, holy crap cubic games. What happened to this game. Go back to your roots!I don’t know why I’m wasting my time reviewing this game when I know you people aren’t going to read this.",en,"What the heck happen to this game RiliSo- oh I mean Starobeast Limite- oh no I mean , Cubic Games.I start play your game the WEEK it be release ( so nearly 5 year ) it be actually stable and it wasn ’ t pay to win ... why do I say pay to win ? For example , who the heck be go to pay $ 22 on a Background set or whatever it ’ s call . Then That cyber Santa thing for $ 100 ? ? I start play this game back in 2013 , and see it now be excruciate painful to see.There be plenty of awful thing in this game that I ’ ve already talk about in previous reviews.But , holy crap cubic game . What happen to this game . Go back to your root exclamation_point I don ’ t know why I ’ m waste my time review this game when I know you people aren ’ t go to read this ."
80279,3120,4,I love this game and I have been playing it of over 2 years but over more and more updates in the game it is haveing more problems like in my friends when I won’t to check someone’s profile it takes forever to load and then I go into a match all all of the other players have over powers guns and the other team has way more players and that when you lose a match you lose a ton of trophies and that makes me mad and that in co-op you are can’t use the weapon that you won’t to and my last thing is that when your friends send you a message pls make the game send a notation to your phone this is all I have to say about the game,en,I love this game and I have be play it of over 2 year but over more and more update in the game it be have more problem like in my friend when I win ’ t to check someone ’ s profile it take forever to load and then I go into a match all all of the other player have over power gun and the other team have way more player and that when you lose a match you lose a ton of trophy and that make me mad and that in co-op you be can ’ t use the weapon that you win ’ t to and my last thing be that when your friend send you a message pls make the game send a notation to your phone this be all I have to say about the game
80280,3121,3,"The game is good in all but I equipped my armour, cape and hat but they didn’t appear so I had to delete the game and restart it.",en,"The game be good in all but I equip my armour , cape and hat but they didn ’ t appear so I have to delete the game and restart it ."
80282,3123,5,"This game is a hit! I love it, it's so amazing. Call of Duty, Fortnite, and others, combined together and pixelated! Love the effort, keep up the good work!! :)",en,"This game be a hit exclamation_point I love it , it 's so amazing . Call of Duty , Fortnite , and others , combine together and pixelated exclamation_point Love the effort , keep up the good work exclamation_point exclamation_point : )"
80283,3124,5,"You see, I haven’t played pixel gun ever since 2016, I come back on, very different laggy and crashes, then I got a new iPad and everything ran good, there were times where I had to spend about over 30$ on this game. Way to hard to earn gems.",en,"You see , I haven ’ t play pixel gun ever since 2016 , I come back on , very different laggy and crash , then I get a new iPad and everything run good , there be time where I have to spend about over 30 $ on this game . Way to hard to earn gem ."
80284,3125,2,I’ve waited a year for this chapter it’s still not out,en,I ’ ve wait a year for this chapter it ’ s still not out
80287,3128,3,Hello please respond to this because I see on YouTube many updates like 1.3.50 update is realest but not for me I love the game it’s my favorite but pls tell me when 1.3.50 is coming for people in Dubai,en,Hello please respond to this because I see on YouTube many update like 1.3.50 update be realest but not for me I love the game it ’ s my favorite but pls tell me when 1.3.50 be come for people in Dubai
